UID,year,num_employees,gross_profit,net_profit,labour_cost,total_assets,total_liabilities,income_tax_expense,operating_profit,actual_revenue
GR0000000005,2022,21,522373.0,90807.0,350992.0,1932225.0,1494141.0,33099.0,123906.0,1305971.0
GR0000000005,2023,22,475275.0,94276.0,324555.0,2451489.0,1675341.0,30501.0,124777.0,1382198.0
GR0000000005,2024,22,613649.0,99216.0,442311.0,3591061.0,2575551.0,25929.0,125146.0,2347042.0
GR0000000006,2020,5,123495.0,40807.0,142278.0,1798529.0,1212105.0,14865.0,55671.0,709405.0
GR0000000006,2021,5,111639.0,41905.0,155466.0,1104261.0,826582.0,15387.0,57292.0,621866.0
GR0000000006,2022,5,203324.0,70879.0,166524.0,1606919.0,983092.0,22451.0,93330.0,1047615.0
GR0000000006,2023,5,260175.0,112007.0,172015.0,1630092.0,1132658.0,33206.0,145213.0,1049116.0
GR0000000006,2024,5,224133.0,72166.0,162113.0,1951164.0,1232471.0,21844.0,94010.0,1366850.0
GR0000000007,2020,11,399715.0,115835.0,272774.0,1560644.0,893527.0,33446.0,149281.0,1611153.0
GR0000000007,2021,11,389508.0,105054.0,199215.0,2194730.0,1443537.0,33399.0,138453.0,1858356.0
GR0000000007,2022,10,174822.0,57982.0,202548.0,835548.0,539303.0,17502.0,75485.0,725777.0
GR0000000007,2023,9,252995.0,84663.0,178058.0,1278674.0,668597.0,35646.0,120309.0,1174146.0
GR0000000007,2024,9,123185.0,33529.0,170301.0,751841.0,460380.0,13548.0,47077.0,567669.0
GR0000000008,2023,18,1613422.0,799588.0,670776.0,11255818.0,8926717.0,192134.0,991721.0,3598840.0
GR0000000008,2024,15,1888343.0,738973.0,757564.0,24193862.0,18510154.0,244493.0,983465.0,4513836.0
GR0000000009,2020,5,375659.0,141483.0,189795.0,2011814.0,1283381.0,38868.0,180350.0,1590528.0
GR0000000009,2021,5,471570.0,185498.0,182982.0,3078918.0,1585860.0,57782.0,243280.0,1597844.0
GR0000000009,2022,5,276122.0,124637.0,221829.0,2318952.0,1612770.0,38509.0,163146.0,1320971.0
GR0000000009,2023,5,339408.0,104737.0,222331.0,1808714.0,1035994.0,34581.0,139318.0,1163179.0
GR0000000009,2024,4,401739.0,182961.0,177070.0,1955386.0,1196274.0,53832.0,236794.0,1519729.0
GR0000000010,2020,10,783634.0,279323.0,285630.0,1857689.0,757100.0,86061.0,365384.0,1956568.0
GR0000000010,2021,9,1121838.0,380690.0,238850.0,3077799.0,1837101.0,139145.0,519835.0,2675808.0
GR0000000010,2022,10,848492.0,233415.0,293032.0,2670340.0,1254838.0,84754.0,318170.0,2396866.0
GR0000000010,2023,10,1012587.0,366308.0,286291.0,2831738.0,1431597.0,98247.0,464555.0,2761516.0
GR0000000010,2024,10,918728.0,249209.0,360278.0,2102366.0,1256513.0,73017.0,322225.0,2121172.0
GR0000000011,2020,17,637157.0,137256.0,344911.0,1972926.0,1170358.0,50501.0,187757.0,2322336.0
GR0000000011,2021,16,606895.0,99382.0,345077.0,2244326.0,1320592.0,34450.0,133832.0,2800173.0
GR0000000011,2022,16,538095.0,106069.0,409532.0,1592761.0,930550.0,26948.0,133016.0,2438999.0
GR0000000011,2023,16,349926.0,109968.0,297479.0,1688866.0,768743.0,29907.0,139874.0,1761921.0
GR0000000011,2024,17,743044.0,159693.0,439690.0,2482045.0,1195107.0,42548.0,202241.0,2960851.0
GR0000000012,2020,7,88460.0,25353.0,112497.0,502537.0,258723.0,7700.0,33052.0,449987.0
GR0000000012,2021,8,146845.0,21965.0,173119.0,1007877.0,627792.0,8613.0,30579.0,921565.0
GR0000000012,2022,7,104399.0,19810.0,124537.0,546519.0,361506.0,7737.0,27547.0,547712.0
GR0000000012,2023,7,98979.0,22550.0,103004.0,328930.0,227796.0,7092.0,29642.0,412014.0
GR0000000012,2024,7,60894.0,14529.0,81594.0,354296.0,195888.0,4347.0,18875.0,326374.0
GR0000000013,2024,3,370579.0,174374.0,142273.0,2887714.0,2217229.0,55849.0,230223.0,794197.0
GR0000000014,2020,3,47387.0,16397.0,67720.0,211248.0,153334.0,5160.0,21558.0,225987.0
GR0000000014,2021,3,39257.0,11657.0,68824.0,174245.0,134112.0,4410.0,16066.0,176246.0
GR0000000014,2022,3,59156.0,16954.0,51515.0,285194.0,210487.0,4876.0,21830.0,297414.0
GR0000000014,2023,3,81134.0,20390.0,71470.0,352214.0,219023.0,6181.0,26571.0,362063.0
GR0000000014,2024,3,53451.0,13644.0,68935.0,226890.0,146672.0,4383.0,18027.0,238759.0
GR0000000015,2020,1,12668.0,2813.0,16092.0,66875.0,44820.0,1159.0,3972.0,64369.0
GR0000000015,2021,1,8199.0,1740.0,8353.0,34011.0,22133.0,564.0,2305.0,33411.0
GR0000000015,2022,1,10723.0,2690.0,13602.0,48503.0,29579.0,964.0,3654.0,54408.0
GR0000000015,2023,1,8561.0,2316.0,10957.0,51945.0,34374.0,673.0,2989.0,43827.0
GR0000000015,2024,1,10400.0,2023.0,10429.0,33304.0,19452.0,780.0,2803.0,41718.0
GR0000000016,2021,35,811079.0,126425.0,818167.0,3629937.0,1746088.0,46707.0,173132.0,4078891.0
GR0000000016,2022,34,858157.0,199237.0,659636.0,3500312.0,1978454.0,67944.0,267182.0,3609532.0
GR0000000016,2023,36,746942.0,158468.0,670772.0,2981326.0,1662345.0,48946.0,207414.0,3659743.0
GR0000000016,2024,36,377147.0,101664.0,411361.0,1356730.0,792724.0,30664.0,132328.0,1869824.0
GR0000000017,2020,27,996971.0,172193.0,402691.0,4778068.0,3804602.0,56298.0,228490.0,3111416.0
GR0000000017,2021,27,1022129.0,161677.0,501823.0,4207456.0,2666041.0,54755.0,216432.0,2768150.0
GR0000000017,2022,31,887631.0,247234.0,451914.0,5450928.0,3802409.0,74648.0,321883.0,3536492.0
GR0000000017,2023,29,1319998.0,204853.0,542481.0,4155002.0,3061440.0,73961.0,278814.0,3499650.0
GR0000000017,2024,33,1166695.0,291617.0,509613.0,6624411.0,5200937.0,117252.0,408869.0,3031189.0
GR0000000018,2020,34,262304.0,58225.0,378582.0,1251479.0,650190.0,17872.0,76097.0,1514329.0
GR0000000018,2021,36,419779.0,92979.0,564007.0,1761857.0,1018220.0,33999.0,126978.0,2256029.0
GR0000000018,2022,40,208925.0,60391.0,312856.0,1363950.0,868922.0,20848.0,81239.0,1251422.0
GR0000000018,2023,37,323093.0,91186.0,448632.0,1525652.0,944193.0,35968.0,127154.0,1794528.0
GR0000000018,2024,37,370101.0,77259.0,396886.0,1176067.0,775660.0,28082.0,105340.0,1587543.0
GR0000000019,2020,40,574228.0,169853.0,624005.0,2691343.0,1341069.0,43691.0,213544.0,2496018.0
GR0000000019,2021,36,353170.0,70234.0,432880.0,1554889.0,868147.0,24614.0,94848.0,1731520.0
GR0000000019,2022,30,300324.0,66577.0,420904.0,1590353.0,880950.0,18157.0,84734.0,1683617.0
GR0000000019,2023,28,294485.0,71491.0,347802.0,1460299.0,1018135.0,22527.0,94018.0,1391209.0
GR0000000019,2024,28,597932.0,93628.0,445259.0,2305982.0,1355496.0,26156.0,119783.0,2735119.0
GR0000000020,2020,15,2222901.0,1084047.0,566120.0,27677560.0,20489907.0,418689.0,1502737.0,5393640.0
GR0000000020,2021,15,1712193.0,797335.0,516193.0,28626540.0,23595470.0,224960.0,1022295.0,4273396.0
GR0000000020,2022,15,2017566.0,882166.0,551997.0,17095351.0,12920266.0,249894.0,1132060.0,4155046.0
GR0000000020,2023,15,2211158.0,869925.0,472706.0,47675271.0,39672898.0,294535.0,1164460.0,5966919.0
GR0000000020,2024,15,908709.0,438063.0,494331.0,14274522.0,10585203.0,126717.0,564780.0,2505835.0
GR0000000021,2022,8,146413.0,63130.0,176965.0,964103.0,696239.0,23383.0,86514.0,707862.0
GR0000000021,2023,8,242595.0,95128.0,236270.0,2024935.0,1440968.0,34954.0,130082.0,1191297.0
GR0000000021,2024,7,224959.0,96566.0,180395.0,2560409.0,1777316.0,33300.0,129865.0,1349517.0
GR0000000022,2020,4,1507726.0,708398.0,200516.0,11431109.0,8907666.0,230859.0,939257.0,3245994.0
GR0000000022,2021,3,1086537.0,521076.0,110256.0,8323769.0,6489959.0,130837.0,651912.0,2221305.0
GR0000000022,2022,2,1001277.0,432062.0,96948.0,9775722.0,7635266.0,115055.0,547117.0,1766403.0
GR0000000022,2023,2,556688.0,256092.0,75115.0,7894934.0,6022295.0,82202.0,338295.0,1213430.0
GR0000000022,2024,2,794108.0,334476.0,89559.0,5996102.0,5157679.0,90842.0,425318.0,1606330.0
GR0000000023,2020,13,192502.0,50644.0,194527.0,769814.0,538809.0,20447.0,71091.0,778107.0
GR0000000023,2021,12,291063.0,42096.0,190961.0,1095052.0,588751.0,16157.0,58252.0,1169865.0
GR0000000023,2022,14,211051.0,49125.0,216070.0,767183.0,440914.0,20487.0,69612.0,864282.0
GR0000000023,2023,15,304774.0,53298.0,305473.0,1044844.0,604255.0,16230.0,69528.0,1221891.0
GR0000000023,2024,17,199756.0,45335.0,332643.0,1517950.0,791773.0,13773.0,59107.0,1330571.0
GR0000000024,2020,1,14757.0,3976.0,19274.0,69815.0,55040.0,1428.0,5404.0,59549.0
GR0000000024,2021,1,26898.0,7726.0,18120.0,143359.0,88528.0,2877.0,10603.0,115745.0
GR0000000024,2022,1,15497.0,5160.0,20582.0,91929.0,67963.0,1619.0,6779.0,97058.0
GR0000000024,2023,1,37961.0,11379.0,21817.0,218333.0,150608.0,4527.0,15906.0,155003.0
GR0000000024,2024,1,18399.0,6425.0,21238.0,118551.0,73798.0,2325.0,8750.0,111531.0
GR0000000025,2020,20,605037.0,146535.0,333173.0,2773301.0,2077618.0,58715.0,205251.0,1558869.0
GR0000000025,2021,19,578197.0,99810.0,370656.0,3008472.0,2115118.0,38120.0,137930.0,2111395.0
GR0000000025,2022,18,506399.0,89332.0,325191.0,3817774.0,2738779.0,28447.0,117779.0,1674244.0
GR0000000025,2023,18,632173.0,134818.0,307243.0,5035371.0,3832004.0,50623.0,185441.0,2137025.0
GR0000000025,2024,20,844505.0,213156.0,358648.0,3868984.0,2523465.0,91265.0,304421.0,2367787.0
GR0000000026,2020,9,275912.0,84330.0,307136.0,2359144.0,1598704.0,35415.0,119745.0,1396501.0
GR0000000026,2021,10,194211.0,72268.0,312503.0,2155658.0,1236391.0,23758.0,96027.0,1250010.0
GR0000000026,2022,11,545748.0,173702.0,275514.0,3867049.0,2171745.0,61891.0,235592.0,2795766.0
GR0000000026,2023,12,515663.0,156291.0,419537.0,7395137.0,4528919.0,54689.0,210980.0,3217449.0
GR0000000026,2024,13,664857.0,283784.0,382761.0,7402537.0,4253738.0,84713.0,368497.0,3006893.0
GR0000000027,2020,32,1686236.0,339410.0,798512.0,4805756.0,2534713.0,86531.0,425941.0,6409952.0
GR0000000027,2021,33,1215748.0,207245.0,990527.0,3053589.0,1581810.0,60173.0,267418.0,5259094.0
GR0000000027,2022,37,717323.0,205366.0,1061043.0,2653959.0,1793267.0,52856.0,258222.0,3789440.0
GR0000000027,2023,43,2132878.0,423157.0,1193959.0,5173831.0,3295176.0,137465.0,560622.0,8083565.0
GR0000000027,2024,50,2323136.0,691367.0,1585073.0,6475094.0,3735969.0,177215.0,868582.0,8802984.0
GR0000000028,2020,49,2481395.0,687132.0,1105542.0,3204314.0,2230632.0,202093.0,889224.0,7646263.0
GR0000000028,2021,56,1610322.0,279461.0,1150402.0,2627036.0,1659714.0,76846.0,356307.0,6435633.0
GR0000000028,2022,52,2726714.0,705063.0,1409294.0,3417674.0,1793061.0,241769.0,946832.0,8039244.0
GR0000000028,2023,49,2201292.0,649975.0,1153255.0,3274695.0,1799929.0,180544.0,830519.0,7596240.0
GR0000000028,2024,47,2637939.0,795103.0,1025009.0,3548094.0,2278127.0,204078.0,999181.0,8089915.0
GR0000000029,2020,5,170752.0,48533.0,133269.0,555342.0,444946.0,13887.0,62420.0,637630.0
GR0000000029,2021,3,83075.0,18085.0,65248.0,551279.0,328957.0,4835.0,22920.0,460457.0
GR0000000029,2022,4,99509.0,24665.0,103428.0,533644.0,489767.0,4813.0,29478.0,423919.0
GR0000000029,2023,3,149524.0,44326.0,65429.0,808329.0,566483.0,12587.0,56913.0,555100.0
GR0000000029,2024,3,207031.0,64304.0,66169.0,632477.0,353629.0,14846.0,79150.0,663708.0
GR0000000030,2020,41,991902.0,222687.0,999313.0,5366685.0,3192098.0,75011.0,297698.0,6055930.0
GR0000000030,2021,39,1693123.0,546685.0,967810.0,7056545.0,4883974.0,146606.0,693292.0,7836986.0
GR0000000030,2022,42,687727.0,233837.0,960821.0,3428656.0,2350727.0,74746.0,308583.0,3279963.0
GR0000000030,2023,44,1622804.0,417677.0,867321.0,8600907.0,5844393.0,128968.0,546644.0,7273680.0
GR0000000030,2024,45,1020145.0,306370.0,1028486.0,5418065.0,3492971.0,84819.0,391189.0,5853531.0
GR0000000031,2020,25,1610398.0,515197.0,702308.0,4750316.0,2989820.0,177027.0,692224.0,5803509.0
GR0000000031,2021,23,933381.0,234950.0,573279.0,3446317.0,2094962.0,67060.0,302010.0,3620582.0
GR0000000031,2022,25,1653758.0,613119.0,691358.0,5078133.0,3001679.0,165800.0,778919.0,6044916.0
GR0000000031,2023,25,999487.0,336925.0,607201.0,2922419.0,1539721.0,85651.0,422576.0,3348984.0
GR0000000031,2024,25,808599.0,264638.0,671273.0,2379078.0,1238609.0,72722.0,337361.0,3375996.0
GR0000000032,2023,49,402979.0,140361.0,593226.0,2341364.0,1291353.0,44477.0,184838.0,1977421.0
GR0000000032,2024,49,593462.0,203178.0,937572.0,2755946.0,1536324.0,63736.0,266914.0,3125242.0
GR0000000033,2020,1,68895.0,26538.0,39160.0,567973.0,454102.0,8492.0,35030.0,155846.0
GR0000000033,2021,1,60989.0,23001.0,36131.0,528503.0,447365.0,7637.0,30639.0,134120.0
GR0000000033,2022,1,104246.0,43388.0,35170.0,1173298.0,838885.0,16677.0,60064.0,266961.0
GR0000000033,2023,1,116271.0,57266.0,31745.0,1526202.0,1171327.0,22539.0,79805.0,290533.0
GR0000000033,2024,1,102807.0,48957.0,34449.0,1857541.0,1525334.0,19902.0,68858.0,256628.0
GR0000000034,2020,6,204529.0,66612.0,175895.0,945930.0,662102.0,20031.0,86642.0,925229.0
GR0000000034,2021,5,163430.0,45998.0,126689.0,449850.0,289451.0,17248.0,63247.0,569263.0
GR0000000034,2022,5,186587.0,49151.0,121855.0,533540.0,324047.0,13862.0,63013.0,736014.0
GR0000000034,2023,5,192100.0,55289.0,107607.0,624443.0,377396.0,21244.0,76532.0,725326.0
GR0000000034,2024,4,101402.0,26242.0,90003.0,395991.0,280023.0,7862.0,34104.0,405868.0
GR0000000035,2020,3,66351.0,9832.0,44499.0,119621.0,78259.0,3998.0,13830.0,222497.0
GR0000000035,2021,3,64363.0,14933.0,52005.0,156539.0,110626.0,5903.0,20836.0,260025.0
GR0000000035,2022,3,85160.0,15653.0,56645.0,130391.0,75228.0,4558.0,20211.0,293791.0
GR0000000035,2023,3,34917.0,8102.0,31193.0,110024.0,77589.0,2357.0,10458.0,155965.0
GR0000000035,2024,3,79411.0,17687.0,64703.0,163966.0,113180.0,5999.0,23687.0,352009.0
GR0000000036,2022,1761,341639814.0,167664278.0,110174782.0,2842299696.0,2302610970.0,48038663.0,215702941.0,688507325.0
GR0000000036,2023,1639,588979507.0,321274422.0,113083806.0,2525847693.0,2272467361.0,70533001.0,391807424.0,951546510.0
GR0000000036,2024,1492,522564116.0,244849533.0,78341281.0,3409435777.0,3049177031.0,76074670.0,320924203.0,850434112.0
GR0000000037,2020,2,106732.0,24084.0,49673.0,601173.0,476065.0,9140.0,33223.0,433606.0
GR0000000037,2021,1,47547.0,14673.0,19384.0,215500.0,137640.0,5383.0,20056.0,257038.0
GR0000000037,2022,1,17451.0,3723.0,22218.0,65874.0,45572.0,1052.0,4776.0,74796.0
GR0000000037,2023,1,40629.0,9993.0,18755.0,170193.0,94257.0,3056.0,13049.0,160047.0
GR0000000037,2024,1,16599.0,3596.0,20770.0,94505.0,62803.0,1218.0,4814.0,95438.0
GR0000000038,2020,5,822509.0,310871.0,167963.0,9672595.0,8068100.0,117947.0,428819.0,1678632.0
GR0000000038,2021,5,433525.0,213731.0,172877.0,8045930.0,6554865.0,67399.0,281129.0,1230723.0
GR0000000038,2022,5,679656.0,258558.0,164559.0,8324666.0,6809893.0,87035.0,345594.0,1587620.0
GR0000000038,2023,4,314927.0,145881.0,130003.0,3195284.0,2583058.0,55428.0,201308.0,858168.0
GR0000000038,2024,4,604292.0,283809.0,132381.0,7343803.0,5704299.0,111188.0,394997.0,1227080.0
GR0000000039,2020,1,82780.0,26476.0,29418.0,809486.0,548757.0,5059.0,31535.0,381518.0
GR0000000039,2021,1,20177.0,6693.0,21049.0,171287.0,88511.0,2373.0,9067.0,84197.0
GR0000000039,2022,1,28287.0,7800.0,37254.0,282941.0,170259.0,2169.0,9969.0,161419.0
GR0000000039,2023,1,43816.0,15864.0,28521.0,416745.0,354885.0,4324.0,20188.0,188175.0
GR0000000039,2024,1,30554.0,8772.0,36347.0,211349.0,137355.0,1958.0,10729.0,146348.0
GR0000000040,2020,1,20119.0,3458.0,17680.0,110749.0,69757.0,1135.0,4593.0,69127.0
GR0000000040,2021,1,28021.0,8213.0,19518.0,125957.0,96639.0,2848.0,11061.0,78952.0
GR0000000040,2022,1,39434.0,8235.0,14618.0,144165.0,106671.0,3289.0,11525.0,112741.0
GR0000000040,2023,1,32279.0,5847.0,16920.0,189545.0,128277.0,2134.0,7980.0,107202.0
GR0000000040,2024,1,45440.0,7561.0,15174.0,179298.0,125304.0,2861.0,10422.0,130193.0
GR0000000041,2020,131,8379496.0,1415234.0,3447547.0,18911812.0,9877605.0,444509.0,1859742.0,33378808.0
GR0000000041,2021,142,4445742.0,737855.0,3885338.0,11069109.0,5351328.0,272018.0,1009873.0,19426690.0
GR0000000041,2022,157,6467867.0,1568631.0,4600391.0,14675403.0,7332292.0,475563.0,2044194.0,23683898.0
GR0000000041,2023,181,8514356.0,1821285.0,4515258.0,21688302.0,11642602.0,446112.0,2267397.0,33531685.0
GR0000000041,2024,200,5861086.0,1539338.0,5782165.0,17384142.0,9517401.0,501996.0,2041333.0,28910823.0
GR0000000042,2020,74,4115751.0,1082743.0,1739587.0,6209512.0,3954145.0,265227.0,1347970.0,13932099.0
GR0000000042,2021,75,5692560.0,1732023.0,1976593.0,7647006.0,3459296.0,451315.0,2183338.0,15272928.0
GR0000000042,2022,69,5033227.0,1097980.0,2255291.0,6677251.0,3245033.0,357571.0,1455551.0,15035273.0
GR0000000042,2023,79,4255003.0,1329589.0,1726867.0,4022409.0,2588151.0,306626.0,1636215.0,11512449.0
GR0000000042,2024,89,7975834.0,2203075.0,2995265.0,8455266.0,4106625.0,533275.0,2736350.0,24227507.0
GR0000000043,2020,10,540823.0,228958.0,358538.0,1369700.0,583880.0,78419.0,307377.0,1139989.0
GR0000000043,2021,9,955059.0,333315.0,236357.0,2195553.0,1221086.0,123552.0,456867.0,1896405.0
GR0000000043,2022,9,1254367.0,547097.0,255457.0,2566469.0,1448628.0,180750.0,727846.0,2390521.0
GR0000000043,2023,7,806539.0,240551.0,255465.0,1941553.0,949474.0,74553.0,315104.0,1439464.0
GR0000000043,2024,7,546408.0,187038.0,211710.0,1059756.0,419185.0,50841.0,237879.0,1040798.0
GR0000000044,2020,106,5892576.0,1237743.0,3167434.0,14063671.0,6874758.0,433655.0,1671398.0,24983465.0
GR0000000044,2021,125,6017183.0,1719602.0,4986910.0,17990162.0,9760609.0,583480.0,2303082.0,29869303.0
GR0000000044,2022,131,8090835.0,1905057.0,3885917.0,18689826.0,9930346.0,636081.0,2541138.0,36477960.0
GR0000000044,2023,125,5893878.0,1381048.0,4074432.0,11196690.0,6724481.0,404487.0,1785535.0,21844916.0
GR0000000044,2024,114,8599729.0,1803813.0,3877984.0,17136117.0,10238419.0,643548.0,2447361.0,31245868.0
GR0000000045,2020,2,70289.0,18049.0,44782.0,227695.0,128221.0,5808.0,23857.0,293863.0
GR0000000045,2021,2,25911.0,5686.0,36244.0,79635.0,58889.0,1803.0,7490.0,120815.0
GR0000000045,2022,2,73663.0,13973.0,40437.0,222260.0,165504.0,4596.0,18569.0,314889.0
GR0000000045,2023,2,29159.0,6653.0,39079.0,102179.0,56286.0,2525.0,9178.0,130264.0
GR0000000045,2024,2,28833.0,4418.0,41518.0,120505.0,81734.0,1853.0,6271.0,138393.0
GR0000000046,2020,220,15221386.0,4510267.0,5205699.0,40286543.0,18834754.0,1408478.0,5918746.0,55799869.0
GR0000000046,2021,249,22586401.0,5760178.0,5482874.0,68660720.0,40650538.0,1634280.0,7394458.0,81976055.0
GR0000000046,2022,249,18720296.0,4616309.0,7161798.0,51461908.0,26011082.0,1249602.0,5865910.0,62519085.0
GR0000000046,2023,228,10861689.0,3466298.0,6271544.0,30081846.0,16723174.0,908500.0,4374798.0,36990859.0
GR0000000046,2024,244,12791524.0,4670674.0,7170496.0,51762038.0,25581974.0,1461728.0,6132402.0,58451042.0
GR0000000047,2020,29,1542695.0,673364.0,926942.0,27224975.0,19541802.0,192837.0,866201.0,4177267.0
GR0000000047,2021,31,2508504.0,948252.0,951184.0,53989456.0,42551274.0,379027.0,1327278.0,6601264.0
GR0000000047,2022,34,4647203.0,2178052.0,1178407.0,41990640.0,34755423.0,771552.0,2949604.0,11033054.0
GR0000000047,2023,35,2613571.0,1129786.0,1188729.0,28567888.0,23601747.0,400701.0,1530487.0,6808285.0
GR0000000047,2024,38,3648828.0,1502557.0,1393337.0,41652469.0,30407949.0,631791.0,2134348.0,7655883.0
GR0000000048,2020,35,750064.0,195440.0,551648.0,5874717.0,4500400.0,68608.0,264048.0,2309877.0
GR0000000048,2021,36,1495402.0,314797.0,609960.0,10453158.0,8054941.0,113092.0,427889.0,4726550.0
GR0000000048,2022,38,907177.0,224230.0,544870.0,5496973.0,3610893.0,70630.0,294860.0,3499728.0
GR0000000048,2023,36,627287.0,118638.0,611294.0,4765727.0,3262115.0,47270.0,165907.0,1917054.0
GR0000000048,2024,39,721407.0,177739.0,627272.0,3119371.0,2037046.0,51937.0,229676.0,2448783.0
GR0000000049,2020,2,39807.0,11587.0,49085.0,176729.0,119501.0,4465.0,16052.0,187077.0
GR0000000049,2021,1,26366.0,6953.0,24939.0,106313.0,66636.0,2364.0,9317.0,112389.0
GR0000000049,2022,1,15046.0,5296.0,19652.0,123693.0,81198.0,1916.0,7212.0,96739.0
GR0000000049,2023,1,28579.0,9259.0,21734.0,124266.0,69922.0,3529.0,12787.0,122533.0
GR0000000049,2024,1,27928.0,6320.0,22797.0,117895.0,74166.0,2253.0,8573.0,116113.0
GR0000000050,2020,12,608105.0,167533.0,340940.0,1429849.0,703596.0,64312.0,231845.0,1402660.0
GR0000000050,2021,13,869705.0,237686.0,367981.0,3126983.0,1424247.0,92917.0,330603.0,2825418.0
GR0000000050,2022,15,1112606.0,277785.0,329740.0,3498465.0,1713313.0,105950.0,383735.0,3072016.0
GR0000000050,2023,14,635547.0,227379.0,419329.0,1920566.0,1217634.0,72846.0,300225.0,1726767.0
GR0000000050,2024,15,691744.0,216597.0,335226.0,3180450.0,1722636.0,89615.0,306212.0,2293975.0
GR0000000051,2020,5,383267.0,151573.0,153312.0,2139831.0,1228649.0,40347.0,191921.0,1291306.0
GR0000000051,2021,5,408129.0,178174.0,202947.0,2929661.0,1987875.0,54707.0,232881.0,1762563.0
GR0000000051,2022,5,345456.0,115973.0,155763.0,1465387.0,760119.0,41057.0,157030.0,1204445.0
GR0000000051,2023,5,479579.0,187731.0,221805.0,2099463.0,1083769.0,61095.0,248825.0,1694208.0
GR0000000051,2024,4,251116.0,104027.0,138606.0,1323156.0,916960.0,35568.0,139595.0,876338.0
GR0000000052,2020,9,102596.0,26110.0,164748.0,387760.0,246037.0,9053.0,35162.0,549161.0
GR0000000052,2021,8,138739.0,34970.0,188026.0,542023.0,397553.0,14106.0,49076.0,689076.0
GR0000000052,2022,7,173334.0,25308.0,158228.0,937692.0,667638.0,9820.0,35128.0,1013014.0
GR0000000052,2023,7,255572.0,70879.0,133260.0,980045.0,576424.0,24101.0,94980.0,1103520.0
GR0000000052,2024,6,138358.0,39008.0,138434.0,700862.0,440384.0,16308.0,55316.0,754468.0
GR0000000053,2020,12,180995.0,52368.0,253001.0,673840.0,420839.0,18159.0,70528.0,843337.0
GR0000000053,2021,13,301757.0,72671.0,266650.0,1080751.0,585163.0,23058.0,95729.0,1377447.0
GR0000000053,2022,14,479057.0,156451.0,346339.0,2040330.0,1425645.0,60981.0,217432.0,2096632.0
GR0000000053,2023,15,400628.0,126189.0,270692.0,1997034.0,1142958.0,50741.0,176931.0,1797870.0
GR0000000053,2024,15,182801.0,53095.0,277306.0,1019375.0,670181.0,17422.0,70518.0,1116002.0
GR0000000054,2020,7,227956.0,60368.0,204432.0,946724.0,655771.0,20774.0,81143.0,856863.0
GR0000000054,2021,7,337487.0,112167.0,141952.0,1412110.0,861820.0,40178.0,152345.0,1656807.0
GR0000000054,2022,7,373015.0,122540.0,181688.0,1125788.0,629931.0,36196.0,158736.0,1407091.0
GR0000000054,2023,6,239789.0,78005.0,143687.0,1021459.0,635606.0,22142.0,100147.0,1142947.0
